Wall time,Step,Value
1642607680.9903138,0,0.7005656361579895
1642607752.8077977,1,0.64985191822052
1642607867.9618657,2,0.64985191822052
1642607940.5175793,3,0.6478210091590881
1642608038.068089,4,0.6478210091590881
1642608118.7437692,5,0.6478210091590881
1642608207.5102105,6,0.6353316307067871
1642608340.9762466,7,0.6353316307067871
1642608434.513775,8,0.6353316307067871
1642608528.1551414,9,0.6353316307067871
1642608589.223409,10,0.6353316307067871
1642608678.076134,11,0.6229532361030579
1642608764.6421034,12,0.6229532361030579
1642608866.928021,13,0.6229532361030579
1642608963.874852,14,0.6229532361030579
1642609065.3485527,15,0.6229532361030579
1642609165.6873825,16,0.6229532361030579
1642609264.924078,17,0.6229532361030579
1642609333.7602808,18,0.6225501298904419
1642609404.3547168,19,0.6225501298904419
1642609507.0972733,20,0.6225501298904419
1642609578.5822635,21,0.6225501298904419
1642609671.4017751,22,0.6225078105926514
1642609758.5562775,23,0.6151575446128845
1642609870.9158506,24,0.6151575446128845
1642609983.8269904,25,0.6151575446128845
1642610097.1015975,26,0.6151575446128845
1642610191.395982,27,0.6151575446128845
1642610279.9995432,28,0.6151575446128845
1642610390.7715569,29,0.6151575446128845
1642610504.774186,30,0.6151575446128845
1642610623.5392685,31,0.6151575446128845
1642610732.0998056,32,0.6151575446128845
1642610809.117954,33,0.6151575446128845
1642610888.046384,34,0.6101498603820801
1642610989.666134,35,0.6101498603820801
1642611093.311994,36,0.6094672679901123
1642611185.6723359,37,0.6094672679901123
1642611276.408241,38,0.6066532731056213
1642611391.153721,39,0.602225661277771
1642611497.0762742,40,0.602225661277771
1642611589.4089544,41,0.601399838924408
1642611681.6708078,42,0.601399838924408
1642611777.6452436,43,0.601399838924408
1642611867.3075922,44,0.6011309027671814
1642611938.391941,45,0.6011309027671814
1642612051.9959962,46,0.5957673192024231
1642612171.1770475,47,0.5957673192024231
1642612275.376229,48,0.5957673192024231
1642612362.8961153,49,0.5957673192024231
1642612453.3845255,50,0.5957673192024231
1642612551.1956973,51,0.5957673192024231
1642612666.2931082,52,0.5957673192024231
1642612743.4925392,53,0.5957673192024231
1642612816.2976556,54,0.583455502986908
1642612936.037377,55,0.583455502986908
1642613043.942379,56,0.583455502986908
1642613141.8564465,57,0.583455502986908
1642613240.771408,58,0.583455502986908
1642613329.1740053,59,0.5805128812789917
1642613429.1450195,60,0.5805128812789917
1642613531.3462446,61,0.5805128812789917
1642613652.5836186,62,0.5799767971038818
1642613751.406536,63,0.5799767971038818
1642613824.8535705,64,0.5799767971038818
1642613920.5215073,65,0.5799767971038818
1642613989.3873227,66,0.5799767971038818
1642614077.5047386,67,0.5799767971038818
1642614172.6524713,68,0.5799767971038818
1642614263.1210532,69,0.5799767971038818
1642614362.1321616,70,0.5799767971038818
1642614467.818862,71,0.5799767971038818
1642614593.9713054,72,0.5766863822937012
1642614693.1862178,73,0.5766863822937012
1642614798.7598717,74,0.5766863822937012
1642614898.2437365,75,0.5749891996383667
1642614963.3456376,76,0.5749891996383667
1642615072.2213025,77,0.5740575194358826
1642615161.2665029,78,0.5725582838058472
1642615285.5935657,79,0.5725582838058472
1642615395.8333604,80,0.5698120594024658
1642615483.0415022,81,0.5698120594024658
1642615582.065696,82,0.5698120594024658
1642615704.5681388,83,0.5698120594024658
1642615783.5131774,84,0.5698120594024658
1642615832.2093573,85,0.5698120594024658
1642615921.643992,86,0.5698120594024658
1642615993.6407237,87,0.5688987970352173
1642616080.377981,88,0.5688723921775818
1642616190.025644,89,0.5688723921775818
1642616292.083321,90,0.5688723921775818
1642616404.752555,91,0.5688723921775818
1642616501.3282394,92,0.5688723921775818
1642616575.0681388,93,0.5688723921775818
1642616666.2500405,94,0.5688723921775818
1642616729.118641,95,0.5688723921775818
1642616809.8526385,96,0.5688723921775818
1642616901.19085,97,0.5657240152359009
1642616972.2296154,98,0.5657240152359009
1642617045.289329,99,0.5657240152359009
1642617134.7036827,100,0.5490570068359375
1642617198.9710698,101,0.5490570068359375
1642617270.9010887,102,0.5490570068359375
1642617358.080149,103,0.5387455821037292
1642617450.1509726,104,0.5384789705276489
1642617533.0883658,105,0.5384789705276489
