Wall time,Step,Value
1634139513.4388433,5,0.7830523252487183
1634139515.1349783,12,0.7533523440361023
1634139515.617228,14,0.7489382028579712
1634139516.09896,16,0.7451589107513428
1634139518.2807236,25,0.7350584268569946
1634139519.7385793,31,0.7320364713668823
1634139521.2048714,37,0.7302877902984619
1634139522.6602418,43,0.7291917204856873
1634139522.899667,44,0.7290289998054504
1634139523.1636841,45,0.7288902401924133
1634139523.8946204,48,0.7285184860229492
1634139526.322693,58,0.727688729763031
1634139528.9816773,69,0.7273329496383667
1634139529.2224436,70,0.7272658348083496
1634139529.9485881,73,0.7270340323448181
1634139530.1928113,74,0.7269464731216431
1634139530.6800992,76,0.7268106341362
1634139532.8515604,85,0.7268152832984924
1634139533.5783203,88,0.7268864512443542
1634139534.7854817,93,0.7269317507743835
1634139535.755596,97,0.7269750833511353
1634139536.2407527,99,0.7270014882087708
1634139536.4850297,100,0.7270200848579407
1634139536.969855,102,0.7270641922950745
1634139537.4538627,104,0.7271380424499512
1634139539.392513,112,0.7273436784744263
1634139540.6015837,117,0.7273812890052795
1634139540.841838,118,0.7274090647697449
1634139541.563579,121,0.7275270223617554
1634139542.0460718,123,0.7276074886322021
1634139542.5297725,125,0.7276710271835327
1634139542.7735138,126,0.7277021408081055
1634139546.90261,143,0.7283962368965149
1634139548.5882843,150,0.7287755012512207
1634139549.7942064,155,0.7289972305297852
1634139553.1832879,169,0.7296847105026245
1634139556.7075064,183,0.7307314872741699
1634139557.18142,185,0.7308539152145386
1634139558.130106,189,0.7310425639152527
1634139558.8711596,192,0.7311302423477173
1634139559.121124,193,0.7311537265777588
1634139559.8326626,196,0.7312086224555969
1634139561.783215,204,0.7312445640563965
1634139563.2046049,210,0.7312216758728027
1634139564.1519635,214,0.7312099933624268
1634139566.2809289,223,0.7313925623893738
1634139566.5423794,224,0.7314196228981018
1634139567.964634,230,0.7316303849220276
1634139569.1495504,235,0.7318230271339417
1634139569.8581998,238,0.7319459915161133
1634139570.0959616,239,0.7319841384887695
1634139571.0503309,243,0.7321213483810425
1634139571.2875495,244,0.7321503162384033
1634139571.9980793,247,0.7322277426719666
1634139572.233956,248,0.7322470545768738
1634139572.7057142,250,0.7322762608528137
1634139574.359187,257,0.7323440909385681
1634139574.8324094,259,0.7323582768440247
1634139576.9575398,268,0.7322044372558594
1634139577.429369,270,0.7321738004684448
1634139577.665115,271,0.7321571707725525
1634139579.0846608,277,0.7320671081542969
1634139583.5995092,296,0.7318618893623352
1634139583.8356104,297,0.7318532466888428
1634139584.781389,301,0.7317861318588257
1634139585.0182738,302,0.731759250164032
1634139585.4908073,304,0.7316766977310181
1634139585.9641669,306,0.7315632104873657
1634139586.4395494,308,0.7314507961273193
1634139587.3840246,312,0.7313154935836792
1634139588.328143,316,0.7312632203102112
1634139589.2713335,320,0.7312802672386169
1634139589.507007,321,0.731285572052002
1634139591.6331975,330,0.7310982346534729
1634139593.0521224,336,0.7309340238571167
1634139593.99609,340,0.7308673858642578
1634139596.1208704,349,0.7307808995246887
1634139597.5557778,355,0.730743944644928
1634139597.7917404,356,0.7307447195053101
1634139599.4451802,363,0.7307970523834229
1634139604.1708775,383,0.7305405735969543
1634139604.642987,385,0.7305335998535156
1634139604.8791754,386,0.730531632900238
1634139605.115218,387,0.7305312156677246
1634139605.3515635,388,0.7305313944816589
1634139607.9732656,399,0.7305421829223633
1634139608.4460852,401,0.7305501103401184
1634139610.334829,409,0.730638861656189
1634139611.0418618,412,0.7306746244430542
1634139611.9886591,416,0.7307209372520447
1634139612.7043414,419,0.7307573556900024
1634139612.9410002,420,0.7307680249214172
1634139614.8436325,428,0.7308299541473389
1634139615.551096,431,0.7308546900749207
1634139616.7304509,436,0.7308852672576904
1634139619.329718,447,0.7308924198150635
1634139619.800431,449,0.7308899760246277
1634139620.978135,454,0.7308899760246277
1634139621.2137513,455,0.7308908700942993
1634139623.577296,465,0.7309092879295349
1634139623.8130553,466,0.7309122681617737
1634139624.7568414,470,0.7309273481369019
1634139626.1791215,476,0.7309394478797913
1634139628.3014824,485,0.7309467196464539
1634139629.7183464,491,0.7309401035308838
1634139632.3135962,502,0.7309511303901672
1634139633.0225933,505,0.7309484481811523
1634139633.2581034,506,0.7309482097625732
1634139635.3787494,515,0.7309229969978333
1634139636.3198876,519,0.7308593392372131
1634139637.9713569,526,0.7307257652282715
1634139639.62104,533,0.7307573556900024
1634139639.8574667,534,0.7307673692703247
1634139640.1086245,535,0.7307780385017395
1634139642.4691756,545,0.7308108806610107
1634139643.177388,548,0.7308202385902405
1634139643.648073,550,0.7308200001716614
1634139643.8908143,551,0.7308131456375122
1634139644.8367562,555,0.7307961583137512
1634139645.5448408,558,0.7307899594306946
1634139645.7812877,559,0.7307830452919006
1634139648.3755038,570,0.7307335734367371
1634139649.0811667,573,0.7307441830635071
1634139649.5524251,575,0.7307543158531189
1634139650.2604933,578,0.7307589054107666
1634139650.7341356,580,0.7307499051094055
1634139650.9713619,581,0.7307435870170593
1634139651.207129,582,0.7307338714599609
1634139652.1506736,586,0.7306915521621704
1634139652.6201947,588,0.7306939363479614
1634139653.0913577,590,0.7307074069976807
1634139654.740141,597,0.7307364344596863
1634139656.8619266,606,0.7306884527206421
1634139657.0995572,607,0.7306818962097168
1634139660.1847913,620,0.7306240797042847
1634139661.8374636,627,0.7305797934532166
1634139663.2537143,633,0.7305650115013123
1634139666.7927978,648,0.7304973602294922
1634139667.0277636,649,0.7304906249046326
1634139667.4986,651,0.7304816246032715
1634139668.9138486,657,0.7304403781890869
1634139671.0413244,666,0.7303974032402039
1634139671.7493136,669,0.7303714156150818
1634139674.1074975,679,0.7303178906440735
1634139675.0512996,683,0.7302849888801575
1634139675.996599,687,0.7302477955818176
1634139676.9408517,691,0.7302064299583435
1634139678.593223,698,0.7301422953605652
1634139679.0652971,700,0.7301339507102966
1634139680.9538524,708,0.7300651669502258
1634139681.663698,711,0.7300072312355042
1634139682.1363351,713,0.7299834489822388
1634139682.3716114,714,0.7299524545669556
1634139683.550621,719,0.7299041748046875
1634139684.4936092,723,0.7298256158828735
1634139684.965671,725,0.729799747467041
1634139686.1472933,730,0.7297572493553162
1634139687.0905895,734,0.7297238111495972
1634139687.5613601,736,0.7297112941741943
1634139688.7591798,741,0.7296532988548279
1634139689.7031596,745,0.7295787334442139
1634139690.17604,747,0.7295191287994385
1634139691.855315,754,0.7293686866760254
1634139693.502153,761,0.7291428446769714
1634139695.1519208,768,0.7288752198219299
1634139695.388161,769,0.7288390398025513
1634139697.7435644,779,0.7284064888954163
1634139698.92303,784,0.7282900810241699
1634139700.823207,792,0.7280674576759338
1634139702.0026064,797,0.7277770042419434
1634139702.7095134,800,0.7276996374130249
1634139705.5637105,812,0.7270528674125671
1634139706.505796,816,0.7268538475036621
1634139706.9770327,818,0.7267367243766785
1634139708.6247668,825,0.7262789011001587
1634139708.8605373,826,0.7261002659797668
1634139709.815995,830,0.725749671459198
1634139712.8774152,843,0.7246960997581482
1634139713.5850797,846,0.7242780327796936
1634139715.2361982,853,0.7234407067298889
1634139716.6457512,859,0.7220219969749451
1634139720.201185,874,0.715340256690979
1634139720.4369097,875,0.7146596312522888
1634139720.6728842,876,0.713633120059967
1634139720.9078534,877,0.7122293710708618
1634139722.3279574,883,0.6957111954689026
1634139722.5638268,884,0.6879094839096069
1634139723.269049,887,0.6550730466842651
1634139723.505325,888,0.6448572874069214
1634139724.2108853,891,0.6398804783821106
1634139724.9189208,894,0.6824848055839539
1634139727.9822788,907,0.6163384318351746
1634139728.6889703,910,0.6545230150222778
