Wall time,Step,Value
1633620246.9959424,0,0.9345704317092896
1633620247.0608904,7,0.9243091344833374
1633620247.1352565,15,0.8931320309638977
1633620247.1537986,17,0.8839206099510193
1633620247.2838979,31,0.8023302555084229
1633620247.404604,44,0.7540796995162964
1633620247.480458,52,0.7345587611198425
1633620247.499097,54,0.7353718876838684
1633620247.5362868,58,0.7304204106330872
1633620247.7874057,85,0.6991329789161682
1633620247.806031,87,0.6980856657028198
1633620247.872597,94,0.6911188960075378
1633620248.0400755,112,0.6783013343811035
1633620248.0494144,113,0.6775949001312256
1633620248.095912,118,0.6751521825790405
1633620248.161044,125,0.6710530519485474
1633620248.1703215,126,0.6699132323265076
1633620248.2538838,135,0.6649699807167053
1633620248.4981449,161,0.647104799747467
1633620248.5167725,163,0.6462264060974121
1633620248.5540652,167,0.6442375779151917
1633620248.5633886,168,0.6434863805770874
1633620248.6468813,177,0.638253927230835
1633620248.8426695,198,0.6237752437591553
1633620248.8902216,203,0.6232393980026245
1633620248.8995907,204,0.6238642334938049
1633620249.1324244,229,0.6061884760856628
1633620249.1976285,236,0.6046138405799866
1633620249.2534077,242,0.6034855842590332
1633620249.3934326,257,0.5949601531028748
1633620249.4223783,260,0.5933476686477661
1633620249.4593675,264,0.5890399813652039
1633620249.4788833,266,0.5893230438232422
1633620249.4975066,268,0.5863437652587891
1633620249.5348003,272,0.586544930934906
1633620249.8047495,301,0.5695257782936096
1633620249.8424835,305,0.569071352481842
1633620249.8517666,306,0.5679113864898682
1633620249.9821022,320,0.5696651339530945
1633620250.0474713,327,0.5679126381874084
1633620250.3732126,362,0.5615844130516052
1633620250.4011483,365,0.5560819506645203
1633620250.4482145,370,0.5561897158622742
1633620250.5133808,377,0.5502920150756836
1633620250.6992657,397,0.5535869002342224
1633620250.7086232,398,0.5515381097793579
1633620250.755143,403,0.5530518889427185
1633620250.7737901,405,0.5476362109184265
1633620250.829753,411,0.5573963522911072
1633620250.8483856,413,0.5623971223831177
1633620250.9136758,420,0.5513014793395996
1633620251.0909212,439,0.5524490475654602
1633620251.1002998,440,0.551057755947113
1633620251.1841192,449,0.5472331047058105
1633620251.212132,452,0.5474580526351929
1633620251.3711379,469,0.5387076139450073
1633620251.3897774,471,0.5399399995803833
1633620251.5864723,492,0.5359410643577576
1633620251.671495,501,0.5501292943954468
1633620251.6995986,504,0.5392745733261108
1633620251.7649038,511,0.5337013006210327
1633620251.9048142,526,0.5326867699623108
1633620251.9141767,527,0.5354666113853455
1633620252.1571128,553,0.5285182595252991
1633620252.3344698,572,0.5319737792015076
1633620252.3623796,575,0.5368937849998474
1633620252.5034623,590,0.5322673320770264
1633620252.6902044,610,0.5347284078598022
1633620252.9049816,633,0.5235381126403809
1633620252.9795501,641,0.5229129195213318
1633620253.0542188,649,0.521441638469696
1633620253.1569498,660,0.5216132998466492
1633620253.2035956,665,0.5253373384475708
1633620253.315553,677,0.519953727722168
1633620253.5216773,699,0.5175091028213501
1633620253.7004864,718,0.522887647151947
1633620253.7284884,721,0.5228332281112671
1633620253.7749515,726,0.5252030491828918
1633620253.9057043,740,0.5327145457267761
1633620253.9150686,741,0.5290324091911316
1633620254.0737948,758,0.5224018096923828
1633620254.0924869,760,0.5213643312454224
1633620254.2045722,772,0.5249682068824768
1633620254.213878,773,0.5252943634986877
1633620254.3259811,785,0.5256885886192322
1633620254.3913515,792,0.5241608023643494
1633620254.4293184,796,0.524286150932312
1633620254.5041072,804,0.5374724864959717
1633620254.7186477,827,0.5260564088821411
1633620254.821682,838,0.5253792405128479
1633620254.9151523,848,0.5244251489639282
1633620255.1022232,868,0.5221529603004456
1633620255.204362,879,0.5210596919059753
1633620255.2788715,887,0.5203369855880737
1633620255.4091768,901,0.5202268958091736
1633620255.437847,904,0.5221071243286133
1633620255.5687785,918,0.5216662287712097
1633620255.6154137,923,0.5211174488067627
1633620255.7086055,933,0.5229781866073608
1633620255.7831366,941,0.5206631422042847
1633620255.8297982,946,0.5203799605369568
1633620255.8670557,950,0.5195111036300659
1633620255.979005,962,0.5296106338500977
1633620256.0723264,972,0.5187153816223145
1633620256.1002376,975,0.5183203220367432
1633620256.184001,984,0.5196319222450256
1633620256.4357061,1011,0.5202981233596802
1633620256.4828055,1016,0.5181481242179871
1633620256.9004493,1061,0.517109215259552
1633620257.1332815,1086,0.5175222754478455
1633620257.235419,1097,0.5197407603263855
1633620257.3097298,1105,0.5205956697463989
1633620257.3746533,1112,0.5191646814346313
1633620257.3932078,1114,0.5255731344223022
1633620257.4024928,1115,0.5190207958221436
1633620257.4685788,1122,0.5175778269767761
1633620257.4872065,1124,0.5175792574882507
1633620257.542981,1130,0.5176403522491455
1633620257.7008188,1147,0.5153074264526367
1633620257.747485,1152,0.5154366493225098
1633620257.8032124,1158,0.5165120959281921
1633620257.8217516,1160,0.5167692303657532
1633620258.0082707,1180,0.5159299969673157
1633620258.03601,1183,0.5162754654884338
1633620258.1011503,1190,0.5167041420936584
1633620258.1382473,1194,0.5156901478767395
1633620258.2032619,1201,0.5164456963539124
1633620258.7886062,1264,0.5131130814552307
1633620258.9000876,1276,0.5125501751899719
1633620258.9372778,1280,0.5128019452095032
1633620258.9651568,1283,0.512634813785553
1633620259.020867,1289,0.5133612751960754
1633620259.0678003,1294,0.512294590473175
1633620259.1235154,1300,0.513285219669342
1633620259.1795917,1306,0.5148022174835205
1633620259.309505,1320,0.5131809115409851
1633620259.35598,1325,0.5137153267860413
1633620259.6170223,1353,0.5141046643257141
1633620259.6355617,1355,0.5135611891746521
1633620259.6634479,1358,0.5139654278755188
1633620259.728492,1365,0.5138944983482361
1633620259.7563198,1368,0.5125819444656372
1633620260.2495677,1421,0.5128983855247498
1633620260.3612823,1433,0.5136615037918091
1633620260.398419,1437,0.5137156248092651
1633620260.6227093,1461,0.5198696851730347
1633620260.6785262,1467,0.5132363438606262
1633620260.7158122,1471,0.513167679309845
1633620260.7529283,1475,0.5137065052986145
1633620260.892235,1490,0.5135219097137451
1633620261.3104308,1535,0.5138498544692993
1633620261.3568182,1540,0.5107700824737549
1633620261.4217556,1547,0.5098658800125122
1633620261.4409208,1549,0.5093560814857483
1633620261.5547812,1561,0.5101297497749329
1633620261.5640666,1562,0.5108808279037476
1633620261.6758986,1574,0.5089235305786133
1633620261.8148034,1589,0.5104961395263672
1633620261.9168627,1600,0.5117582678794861
1633620261.9354153,1602,0.5146341919898987
1633620261.972582,1606,0.5129486322402954
1633620262.0003734,1609,0.5125943422317505
1633620262.00968,1610,0.5108047127723694
1633620262.0282412,1612,0.5129498243331909
1633620262.112157,1621,0.5134261250495911
1633620262.223934,1633,0.515328586101532
1633620262.233262,1634,0.517417848110199
1633620262.5587847,1669,0.5103488564491272
1633620262.5680473,1670,0.5103609561920166
1633620262.5778203,1671,0.5112387537956238
1633620262.587128,1672,0.5126381516456604
1633620262.8378816,1699,0.5111571550369263
1633620262.9957454,1716,0.5099519491195679
1633620263.1446872,1732,0.5079637765884399
1633620263.1632822,1734,0.5185110569000244
1633620263.172655,1735,0.5154169797897339
1633620263.1820948,1736,0.5116435885429382
1633620263.377002,1757,0.511459231376648
1633620263.4048066,1760,0.520783543586731
1633620263.451745,1765,0.5110925436019897
1633620263.4981525,1770,0.5112099647521973
1633620263.5260293,1773,0.5105356574058533
